,DATA_MONTH,USER_ID,SHOP_NAME
413878,202106,2200570463488,后江
491642,202106,42819477,喷雾风扇厂家直销
234613,202109,40204183,秋水依依11美肤梵洁诗等直销店
646761,202108,49503921, 3M工业胶带直销店
161334,202108,899283711,爽然旗舰店
51558,202107,702952074,LOBOO 摩旅官方店
574154,202108,1066342728, 雀绒曼高端假领直销店
327911,202109,705390444, IBM笔记本维修及配件
601961,202108,530798133, 实力生产厂家
330440,202109,2451755588, 斯格瑞电子
177052,202109,702952074,LOBOO 摩旅官方店
436409,202106,169218554,英皇保罗正品官方自营店
159026,202108,2911334496,花椒官方旗舰店
84114,202107,2200811658614,长福簱舰店
299796,202109,1830570763, 滴滴滴D杂货铺
68066,202107,57161459,完美酷改汽车配件
350570,202106,57161459,完美酷改汽车配件
158586,202108,2207868598642,风变旗舰店
164577,202107,2396017651,顶派旗舰店
328426,202109,42699855, [d59728974]淘Q钻客
460074,202106,18069661,派扬音响直销店
558903,202108,51177369, 花老板品牌1店
171721,202106,3626596873,ysl圣罗兰美妆官方旗舰店
552495,202108,169218554,英皇保罗正品官方自营店
483384,202106,530798133,实力生产厂家
322728,202109,544646114, 秋秋汽车饰品店
114406,202107,731094029,莎莎周边应援定制
251273,202109,3416127818,温润阳美珠宝旗舰店
5486,202107,734252936,汽车线束 胶带之家
506073,202108,379944823, 振鑫塑业
336388,202109,641039712, steam国际充值卡
376188,202106,1274303,重庆速峰机械
601156,202108,2200656172954,官方正品范思哲店
41472,202107,530798133,实力生产厂家
514382,202108,2201459547608,立杰台灣集運
30699,202107,2933453651,点亮居家照明
567985,202108,2933453651, 点亮居家照明
165891,202107,605623409,狮王官方旗舰店
62153,202107,437646227,品越胜
563508,202108,715735437, 长虹净水器品牌直销店
175211,202106,387537401,耳乐保旗舰店
360091,202106,727788430,完美冲印
283055,202109,2210913600443, 阿民百货铺子
303676,202109,339398527, 轿之翼车品1号店
208913,202109,25870834, 九寰科技
147667,202107,2622286129,晨阳重汽配件
190061,202109,756839314, 宝马直销站
174567,202106,3391954048,川娃子旗舰店
166973,202106,2041109975,虹越旗舰店
160958,202108,649147138,非常心意旗舰店
324428,202109,2864507652,华信厂家直销部
169595,202106,797010937,fanxishop凡茜旗舰店
247188,202109,1030084848,津津食品旗舰店
617815,202108,731094029, 莎莎周边应援定制
249686,202109,76481372,魅佳身姿护理直销店
268693,202109,2209673880019, 金纳贸易百货
159127,202108,387537401,耳乐保旗舰店
330792,202109,364289155, 聚鑫光电
163549,202107,498645567,婧茹旗舰店
157584,202108,1800180003,玖六零办公用品旗舰店
208451,202109,2492558738, XY美美家纺直营店
439509,202106,131528947,大家电生活馆
278771,202109,1658784401, 琴岛办公百货直销店
327752,202109,2212385857058, 鹿鹿百货店
418772,202106,469390226,江达抛光制品直销总店
28516,202107,379944823,振鑫塑业
326598,202109,2544366019, 盛世精品百货
356498,202106,2052952545,50年铁艺工厂直销店
313994,202109,1800180003,玖六零办公用品旗舰店
235820,202109,599607505, 南都椰林热带水果店
178921,202109,258672173, 厘肤珍选皮肤管理中心
228772,202109,2200826971808,自然韵黑茶棋舰
611276,202108,326124651,台州神农筛网官方店
474968,202106,616087407,Gming头盔直销店
369797,202106,351755626,天俊电子网络销售部
172703,202109,2207254469695,金希莱旗舰店
216664,202109,435750256, 璀璨水景
390499,202106,4199115523,d[s222227935]
2712,202107,4199115523,d[s222227935]
278764,202109,10207030,尤力健宠物官方店
519607,202108,514057264,盛世荒年
172008,202106,2777020216,米乐奇办公旗舰店
210312,202109,71384328, 泰乐酒店用品工厂直销
348523,202106,514057264,盛世荒年
372843,202106,3851885732,韵晨官方店
366079,202106,702952074,LOBOO 摩旅官方店
159812,202108,603629074,f1f2旗舰店
334954,202109,2452999005,欧诗玛旗舰店
227142,202109,238970135, 广陵区佳严旅游用品厂
388898,202106,832942284,厂家直销优质鞋店
63435,202107,1110351735,超前塑业厂家直销
217939,202109,570022473,丢丢糖旗舰店
332797,202109,284262807, 海澜之家正品直销店
175298,202106,899283711,爽然旗舰店
264955,202109,2206355808569,随梦而飞过
260693,202109,2683311019, 高美盛积木直销店
342938,202106,2871892130,沐艺官方认证企业店铺
158079,202108,704084148,煜烁车品旗舰店
489563,202106,2460581537,扬子网络官方企业店
572118,202108,2460581537,扬子网络官方企业店
372312,202106,2206701926752,u[2206701926752]
567734,202108,384850646,格力官方工厂店
442440,202106,28103292,点点海淘Ebay Etsy代
168810,202107,704084148,煜烁车品旗舰店
251295,202109,34481545,本小姐的店MissBook
164972,202107,2777020216,米乐奇办公旗舰店
164234,202107,2207868598642,风变旗舰店
166446,202106,2452673475,康信家居旗舰店
170219,202106,2270993167,seignior君旗舰店
209676,202109,2778930508, 适度包装SD成都分店
225523,202109,330684435, 雷人特产水果产地直销
161209,202108,290403136,文悟旗舰店
155735,202108,2387288642,一汽大众汽车大众旗舰店
282178,202109,2206993222516,新盛源植保
217080,202109,2987759801, 弥森臻品
271117,202109,1720075117,东奥旗舰店
3168,202107,2206993222516,新盛源植保
234039,202109,2137725653, 严严工具屋
226023,202109,4205841148, 老黄布艺
172818,202106,1119618860,吉印旗舰店
282955,202109,704084148,煜烁车品旗舰店
280629,202109,49263978,十月孕婴品牌直销店
70823,202107,169218554,英皇保罗正品官方自营店
172136,202106,4006721388,娜达维拉旗舰店
599886,202108,287657379, 匡队
287625,202109,241911569,蓝天工厂直销店
261110,202109,2206470915133,名逸旗舰店
644834,202108,4199115523,d[s222227935]
490937,202106,58588201,椰子工厂直销店
165016,202107,2103250497,大唐印标旗舰店
245435,202109,346352468,念慈阁品牌官方企业店
491549,202108,483248266, 蓝欣光电工厂直销店
220516,202109,3217927253, 小卷毛日本转运店
241769,202109,3333341180, 老农树苗现挖直销基地
279596,202109,2387288642,一汽大众汽车大众旗舰店
156922,202108,2352109409,pinpinu品品优旗舰店
417802,202106,641039712,steam国际充值卡
173037,202106,1667650872,艳阳天旗舰店
527173,202108,4149215455, 电视同步直销店
361086,202106,2207593614878,诚品国际集运
454949,202106,483248266,蓝欣光电工厂直销店
156593,202108,3245821980,1078摄影旗舰店
298176,202109,122990238, 辉鸿工艺制品厂
243208,202109,3945770584, 诚信直销自营店
163561,202107,641426481,唐丰旗舰店
553945,202108,28103292, 点点海淘Ebay Etsy代
322994,202109,642100011,通和直销品牌店
281829,202109,709836072, 品牌晾衣架直销
370501,202106,379944823,振鑫塑业
248574,202109,2355098949,轻奢花礼品官方自营店
80979,202107,118144621,玉术包装 厂家直销
451035,202106,1816205840,视维电子工厂店 F头 N
543372,202108,118144621, 玉术包装 厂家直销
169385,202106,704084148,煜烁车品旗舰店
166463,202106,2455564806,黎漾旗舰店
276094,202109,2330580582, 汉光汽车用品厂家直销
229407,202109,83915512, 萌郎郎童装工厂直销店
126843,202107,3458068532,益度工厂直销店
334991,202109,4243048795, 盛达模型工厂直销店
254676,202109,3089807635, 蜜思居家
158991,202108,2777020216,米乐奇办公旗舰店
22329,202107,54685385,博士车友会
72764,202107,483248266,蓝欣光电工厂直销店
171912,202106,382091093,ibaby旗舰店
536346,202108,2207422940432, 畜牧养殖工厂直销店
263495,202109,530798133, 实力生产厂家
294612,202109,3020210732, 光贝讯科
272096,202109,198613786,嵊州市相氏食品配料直销店
327039,202109,2207861237460, 贝拉直营店
234894,202109,4200023086,潮时尚鞋服
308150,202109,274009696, K姐轻奢女装
226667,202109,22465203, 彭建侠祛痘官方店
169821,202106,113462038,创维官方旗舰店
158302,202108,839765554,瑜儿菲旗舰店
444828,202106,326522724,淘钢一号店
563006,202108,58588201,椰子工厂直销店
163143,202107,4049399948,文堇旗舰店
175051,202106,641426481,唐丰旗舰店
590028,202108,2530661150, 小树包装商城
187412,202109,97163265,港湾伞业官方店
19077,202107,1035514955,YOYO个人护理
279380,202109,387537401,耳乐保旗舰店
550028,202108,832942284, 厂家直销优质鞋店
227802,202109,204225082, 欣艺雅电商直销店
65597,202107,190640807,金属箱包厂家直销店
165752,202106,2103250497,大唐印标旗舰店
600473,202108,1058586209, 极萃品牌工厂直销
174401,202106,2200793280818,dralva旗舰店
291920,202109,648258169, 金秋家饰
400025,202106,2206993222516,新盛源植保
255576,202109,2417704074, 飞羽电器网络直销店
222537,202109,41775339, 厂家直销拖鞋店
158499,202108,1030084848,津津食品旗舰店
326763,202109,174604573, 精神小伙潮鞋NK
338488,202109,2777020216,米乐奇办公旗舰店
166499,202107,2387288642,一汽大众汽车大众旗舰店
244707,202109,3202770516, 途欧特车品直销店
322770,202109,605623409,狮王官方旗舰店
477948,202106,2682691940,我们一起戒烟吧
317942,202109,2206664208017,苏安可旗舰店
36243,202107,729968025,正品电器直销商城
177836,202109,1917336023, 泰兴隆塑业制品厂家直
543001,202108,73577508, 剃须刀配件直销
573129,202108,409600715, 大昱儿日本直送
372364,202106,57110079,米斯兰迪品牌生活
74728,202107,57110079,米斯兰迪品牌生活
592611,202108,57110079, 米斯兰迪品牌生活
190704,202109,326124651,台州神农筛网官方店
9570,202107,581677924,净健净水器直销店
108359,202107,11087463,红星包装用品店
47789,202107,448507554,摩托罗拉正品直销店
473759,202106,1602241534,百货大全特惠店
298817,202109,661972567, 翔乐五金工具直销店
462354,202106,190640807,金属箱包厂家直销店
318378,202109,1817123759,绣龙纹身器材厂
246907,202109,407700539,周大福官方旗舰店
32871,202107,1058586209,极萃品牌工厂直销
469273,202106,168618236,倾城YY
513793,202108,2206993222516,新盛源植保
540202,202108,2668597808,创兴纸箱包装有限公司
309423,202109,373160158, 厂家直销围裙大卖场
320526,202109,2540914327, 恩妮诗美甲品牌直销店
318456,202109,2208041504982,小叮当の小超市
294719,202109,1104237073,迷纯旗舰店
222435,202109,2081791121,山西晋飞扬气柱官方店
37553,202107,3835720709,义乌2小时送到
305323,202109,4246703328,山东童雅园家具官方店
377868,202106,1106074629,汇新厂家直销
176216,202109,2206465531209, 只会卖鞋的鞋店
652134,202108,1035514955, YOYO个人护理
29007,202107,2181657212,上海派丰动力科技
170387,202106,570022473,丢丢糖旗舰店
165023,202107,2107759029,鱼跃官方旗舰店
156220,202108,2103250497,大唐印标旗舰店
50111,202107,2119646399,喂dd88709
168384,202107,407700539,周大福官方旗舰店
162681,202107,3548737978,优亩甜旗舰店
159971,202108,605623409,狮王官方旗舰店
25249,202107,698598873,南风小铺OL轻复古女包
100497,202107,58588201,椰子工厂直销店
446863,202106,118144621,玉术包装 厂家直销
288866,202109,2536649033, 泡泡堂1209
230539,202109,43683417, 君健竹炭厂家直销
251896,202109,2103250497,大唐印标旗舰店
495761,202108,241911569,蓝天工厂直销店
155598,202108,1710936647,佰分购旗舰店
530953,202108,2019548378, 奥克斯韩克电器直销店
180849,202109,2200785620537,yunnjii韵机旗舰店
310308,202109,2210883038467, 小清新工厂直营店
547249,202108,2119646399, 喂dd88709
612645,202108,1929543840, 文件包袋工厂直销
268392,202109,1667650872,艳阳天旗舰店
35559,202107,241911569,蓝天工厂直销店
541357,202108,729968025, 正品电器直销商城
598943,202108,3174951853, 港仔男鞋折扣店
42801,202107,3174951853,港仔男鞋折扣店
146340,202107,2206414239067,读心者002
445668,202106,729968025,正品电器直销商城
165492,202107,4004904106,润宁生鲜旗舰店
163978,202107,1030084848,津津食品旗舰店
188593,202109,137070580, 亘昌贸易强磁铁批发
223215,202109,275321070,后厨食材
175055,202106,649147138,非常心意旗舰店
136552,202107,1774936113,青阳品牌专柜店
258800,202109,2206365912073,新城已旧少年老
253586,202109,1049264933,山东胖鸽
11057,202107,782097120,立畅牌自封袋工厂直销
436593,202106,661972567,翔乐五金工具直销店
280342,202109,4218298318, 派对魔法师
19572,202107,3167989301,牛卡哥包装制品
231387,202109,2221923690, d[s115969261]
280542,202109,294328898, 托玛琳批发直销店
230865,202109,2208467117243, 远帆经典
278372,202109,151748891, 东京名品直销
228262,202109,78759691,合浦大月饼工厂直销店
156274,202108,2251059038,大麦网官方旗舰店
202833,202109,2644539097, 繁星烁电子
175443,202106,4004904106,润宁生鲜旗舰店
573699,202108,3167989301,牛卡哥包装制品
164393,202107,1710936647,佰分购旗舰店
509527,202108,661972567, 翔乐五金工具直销店
335649,202109,435876606, 厂家自营总店
514377,202108,84681050, 剑平纸箱 包装厂
451998,202106,698598873,南风小铺OL轻复古女包
161966,202107,1917047079,applestore官方旗舰店
104060,202107,326124651,台州神农筛网官方店
53794,202107,84681050,剑平纸箱 包装厂
189391,202109,2107759029,鱼跃官方旗舰店
290868,202109,2200591961025,molo百货
653238,202108,2417704074, 飞羽电器网络直销店
393265,202106,1774936113,青阳品牌专柜店
549491,202108,1774936113, 青阳品牌专柜店
168252,202106,2207868598642,风变旗舰店
147494,202107,26262300,富歌舞台灯光电源箱
519913,202108,278942076, 童聚乐玩具商城
234437,202109,13146244,官方奔腾企业店
373941,202106,2668597808,创兴纸箱包装有限公司
229186,202109,2181657212, 上海派丰动力科技
185421,202109,84681050, 剑平纸箱 包装厂
441463,202106,3504741927,吉祥汽配直销店
160075,202108,3548737978,优亩甜旗舰店
448019,202106,384850646,格力官方工厂店
339041,202109,4165488528,thh688官方店
308587,202109,2808531874, 广州百万星光风扇
460116,202106,241911569,蓝天工厂直销店
480531,202106,403408475,蜘蛛王皮鞋官方直销
173857,202106,290403136,文悟旗舰店
525715,202108,25870834, 九寰科技
559803,202108,45236334,诚信无线通信设备
167342,202107,3245821980,1078摄影旗舰店
19366,202107,3849150957,高悦直营店
635755,202108,89685738, 小蜜蜂和她的姐妹们 1
499436,202108,306680425,奶霸王厂家直销
169933,202106,3548737978,优亩甜旗舰店
215527,202109,190959458, 世界液晶之窗
58337,202107,78735870,五洲伯乐北京直销店
409598,202106,78735870,五洲伯乐北京直销店
224835,202109,2211410142975, 海川精品
649251,202108,78735870, 五洲伯乐北京直销店
364805,202106,2760866457,蒂凡尼原创女包
166339,202106,1030084848,津津食品旗舰店
168960,202106,407700539,周大福官方旗舰店
157768,202108,1917047079,applestore官方旗舰店
31391,202107,2207850306896,我的广告材料店
230815,202109,13560478,DFRobot官方品牌店
257417,202109,2668597808,创兴纸箱包装有限公司
257781,202109,1615277256,汉驰运动旗舰店
652986,202108,253716885, 北京正清家和家居用品
423233,202106,84681050,剑平纸箱 包装厂
311252,202109,20162635,乐圣琴弦官方自营店
162578,202107,2275046294,babycare旗舰店
157663,202108,407700539,周大福官方旗舰店
327492,202109,2209725426023, 木纳百货店
187513,202109,2209088338072, 厂家直销No9
156914,202108,2275046294,babycare旗舰店
346873,202106,68324886,吉米广告衫
92964,202107,573906576,华美电器直营店
558685,202108,4251407711, 蓝宇直营店
90591,202107,2416673617,魔兽世界小峰电竞
255804,202109,3175485648, TWK百货
255235,202109,731094029, 莎莎周边应援定制
82007,202107,2793443097,极光汽摩配件改装店
318099,202109,549695196, 燃气取暖器厂家直销
336143,202109,58858187, 海外直邮正品
274577,202109,2516361110, 前沿名妆批发
231292,202109,1773211220,zeesea滋色旗舰店
160657,202108,1773211220,zeesea滋色旗舰店
383742,202106,124146353,七色百格 原创设计 T台潮流女包
156227,202108,2107759029,鱼跃官方旗舰店
340463,202106,1924129196,爱尔威工厂直销店
171267,202106,3245821980,1078摄影旗舰店
97027,202107,2711220174,凌度工厂直销店
335154,202109,2209407458340, 青柠严选店
334475,202109,2275046294,babycare旗舰店
247484,202109,2208284364807, 格特百货店
357305,202106,123309988,洛纬斯启动电源官方店
256412,202109,2208373546995, 厂家直销店NO2
164192,202107,165229494,老板官方旗舰店
165889,202107,603629074,f1f2旗舰店
511578,202108,2793443097, 极光汽摩配件改装店
318997,202109,280267355, 兄弟翡翠工厂直销
422237,202106,782097120,立畅牌自封袋工厂直销
409267,202106,326124651,台州神农筛网官方店
653616,202108,190640807, 金属箱包厂家直销店
344889,202106,3167989301,牛卡哥包装制品
191349,202109,78735870, 五洲伯乐北京直销店
646560,202108,448507554, 摩托罗拉正品直销店
303358,202109,2208128090419, 良品厂家直销店
346852,202106,706589463,环艺装饰
299413,202109,2209397295652, 艾希严选
169413,202106,748546947,萃芙理旗舰店
298094,202109,493257440,日盛批发仓库
249917,202109,79350352, 356日本代购代拍
312759,202109,277956191, 广州盛环臭氧直销店
226666,202109,224651769, 小天才品牌直销店
50198,202107,14440881,科成纸箱
169203,202106,650904484,绿中缘家居旗舰店
204156,202109,14449134, 绿野藏珍
293301,202109,3548737978,优亩甜旗舰店
509496,202108,2206677109591,大茶电梯设备维护
287428,202109,2210581669382, 8013生活馆
200538,202109,12510830, 尾单店999
227043,202109,653243179,韩束官方旗舰店
172348,202106,605623409,狮王官方旗舰店
580082,202108,47813699, 上海中关村配件中心
242673,202109,2210933896322, 五星百货商贸城
165925,202106,2107759029,鱼跃官方旗舰店
528073,202108,2453877986,学爸Topdaddy官方品牌店
166567,202106,1710936647,佰分购旗舰店
387805,202106,64998266,沁园华南直销店
272880,202109,2208382572783, 厂家直销店NO3
43060,202107,64998266,沁园华南直销店
178527,202109,88254664, 台州名车音响
15353,202107,1816205840,视维电子工厂店 F头 N
312972,202109,641426481,唐丰旗舰店
623963,202108,782097120, 立畅牌自封袋工厂直销
202430,202109,642298268,灵菲旗舰店
242372,202109,2044237984,purion旗舰店
168009,202107,2123446495,汇香聚旗舰店
131802,202107,2668597808,创兴纸箱包装有限公司
170664,202106,2123446495,汇香聚旗舰店
167571,202107,1773211220,zeesea滋色旗舰店
265720,202109,1703458343, d[s104338782]
32072,202107,291909019,3D精准医学
415010,202106,291909019,3D精准医学
589193,202108,291909019, 3D精准医学
211282,202109,832978172,中信出版社官方旗舰店
242828,202109,2123446495,汇香聚旗舰店
312446,202109,2200742507829,issilon星朗旗舰店
163635,202107,3392536705,花西子旗舰店
6487,202107,384850646,格力官方工厂店
65621,202107,191758622,河南斯沃德汽车用品有限公司
170624,202106,2671267336,碧柔官方旗舰店
92818,202107,116223058,香港大中华直销店
191157,202109,1856930349, 名车坊直销店
162024,202108,3392536705,花西子旗舰店
165474,202107,832978172,中信出版社官方旗舰店
2126,202107,661972567,翔乐五金工具直销店
203979,202109,2209730518723,东方珠宝
611705,202108,1941761179, 中国鞋都温州直销一厂
271649,202109,2200712109395,抖音商贸店
339395,202109,2208020654166, 真元百货
158299,202108,832978172,中信出版社官方旗舰店
473738,202106,35326294,油品分析配件供应站
299684,202109,3392536705,花西子旗舰店
158540,202108,165229494,老板官方旗舰店
161243,202108,2123446495,汇香聚旗舰店
290409,202109,255565040, 尔木萄amortals 品牌
92450,202107,1864700341,美乐帮家用电器直销店
223593,202109,14440881, 科成纸箱
170232,202106,1773211220,zeesea滋色旗舰店
220834,202109,1026367545, 山村土货香格里拉店
65078,202107,1924129196,爱尔威工厂直销店
39263,202107,1941761179,中国鞋都温州直销一厂
86809,202107,2129493063,圆顶家电直销店
467169,202106,1941761179,中国鞋都温州直销一厂
584768,202108,1864700341, 美乐帮家用电器直销店
206521,202109,2200632635991,时尚前沿之店
334448,202109,2251059038,大麦网官方旗舰店
570237,202108,1924129196, 爱尔威工厂直销店
143146,202107,2019548378,奥克斯韩克电器直销店
315757,202109,2207974737845,u[2207974737845]
91021,202107,2200632635991,时尚前沿之店
378447,202106,2206597499320,梦钰生活馆
304860,202109,33624697, 梦幻数码馆
414828,202106,2201481160960,u[2201481160960]
159370,202108,2209976794835,晴佳旗舰店
163565,202107,649147138,非常心意旗舰店
178740,202109,4030215836,u[4030215836]
300804,202109,2090264522, 乐立思厂家直销
151390,202107,193940687,武汉纸箱订购网
209177,202109,2649566747, 新美保养
77867,202107,150999177,浩宇纸箱厂
195373,202109,2206356022601,时光划破青春人
166958,202106,2001220798,veet薇婷官方旗舰店
420572,202106,687513083,四海一家汽配店批发零
57176,202107,687513083,四海一家汽配店批发零
235419,202109,1582624140, 宏畅品牌保险箱
564207,202108,150999177,浩宇纸箱厂
635419,202108,10395101, 德光纸塑制品厂
516009,202108,2207861237460, 贝拉直营店
610949,202108,3835720709, 义乌2小时送到
238533,202109,3358201380,班民欧凯百货
186074,202109,407800103,帆朗照明直销店
165469,202107,827932807,章华旗舰店
468171,202106,4030215836,u[4030215836]
336704,202109,1864700341, 美乐帮家用电器直销店
166639,202106,2251059038,大麦网官方旗舰店
198324,202109,434273, 扬州漆器厂家直销17年
290058,202109,872021348, 天津直销实体店
261325,202109,1588880865, 花花公子正品直销店铺
177214,202109,2210204597616, 加菲猫文具
329539,202109,3119063031,uar旗舰店
289383,202109,3937219703,天天特卖工厂店
209788,202109,94506540,归园田居企业官方店铺纯净护肤品牌店
311043,202109,23900975, 碧海网络
159347,202108,4004904106,润宁生鲜旗舰店
204469,202109,2208241340479,齐明蒸笼官方直销店铺
463050,202106,861886086,d[s104969058]
167684,202107,2207254469695,金希莱旗舰店
208541,202109,76440308, 奔豪仕官方店
595948,202108,193940687, 武汉纸箱订购网
313780,202109,20022684, 王小石的LEGO杂货铺
249748,202109,1895340818, 香香公主呀
174568,202106,3392536705,花西子旗舰店
434955,202106,116223058,香港大中华直销店
260463,202109,264442339, 高端轻奢居服
602801,202108,1746180600,真善美时尚女鞋直销店
356522,202106,2129493063,圆顶家电直销店
510243,202108,2206835247697,沐之源动保商城
103453,202107,10395101,德光纸塑制品厂
241959,202109,3351706001, 语晨百货工厂直销
199858,202109,2198070257, 粉丝店
445393,202106,648100389,佳展康直销店
416894,202106,150999177,浩宇纸箱厂
304460,202109,3840307025,博力新官方淘店
460057,202106,23900975,碧海网络
158519,202108,1104237073,迷纯旗舰店
583218,202108,2207850306896, 我的广告材料店
562296,202108,1801150033,美绘时尚女鞋直销店
256321,202109,3370743245, 精美价廉改装
436716,202106,165685842,我的时尚部落女鞋店
253963,202109,291909019, 3D精准医学
99429,202107,3370743245,精美价廉改装
605745,202108,3370743245, 精美价廉改装
481246,202106,3370743245,精美价廉改装
122510,202107,277543621,拓界车饰
88256,202107,2207422940432,畜牧养殖工厂直销店
495677,202108,277543621, 拓界车饰
284454,202109,2038776274, 小谢百货商品
224008,202109,687441373,kerriracing旗舰店
162383,202107,2251059038,大麦网官方旗舰店
308966,202109,3428683173, 京狮书童工作室
371880,202106,2832390200,固德包装
394001,202106,193940687,武汉纸箱订购网
639121,202108,2129493063, 圆顶家电直销店
170399,202106,2387288642,一汽大众汽车大众旗舰店
289451,202109,747153208,美乐食品旗舰店
90224,202107,3159164842,东莞市捷客迅实业有限公司
85454,202107,2206835247697,沐之源动保商城
265509,202109,2449080111, 鑫钠百杂店
467537,202106,2930116564,双晶小店
42523,202107,2930116564,双晶小店
267925,202109,150999177,浩宇纸箱厂
172672,202109,2206823419503, 冀州陶瓷
622616,202108,116223058, 香港大中华直销店
461697,202106,1734128098,IMASU官方企业店
608206,202108,56928622, 诚信音响直销店
158294,202108,827932807,章华旗舰店
1153,202107,2680068332,盒 马
613031,202108,2782491883, 天富制衣厂
307785,202109,827932807,章华旗舰店
168007,202107,2120914877,熙旺教育旗舰店
502623,202108,2832390200,固德包装
288078,202109,193940687, 武汉纸箱订购网
288917,202109,37235510, 金山游戏物品
646740,202108,64998266,沁园华南直销店
426131,202106,3278657793,河南郑州华泰铝业
325450,202109,3843945948,宇智服装c
186912,202109,2206466224956,厚胡红商贸
255500,202109,1775525048, 悟道佛像厂
318537,202109,642734909,雷氏普爱官方店
476148,202106,1746180600,真善美时尚女鞋直销店
255828,202109,3207140021, 蓝丫日用品
221202,202109,2832390200,固德包装
225410,202109,916898036, 商友纸箱厂家直销
187055,202109,56778032, 摄像头直销店
169609,202106,832978172,中信出版社官方旗舰店
168803,202107,687441373,kerriracing旗舰店
310050,202109,2208507727600, 厂家直销mxs
450422,202106,128887132,台湾JSG官方十年总店 工厂直销
310286,202109,2209672469478, 火纳百货店
293113,202109,759349144,博世汽车配件旗舰店
254690,202109,649147138,非常心意旗舰店
567313,202108,916898036, 商友纸箱厂家直销
119813,202107,255565040,尔木萄amortals 品牌
158072,202108,687441373,kerriracing旗舰店
231518,202109,660052217, 樟树港辣椒直销
142570,202107,4251407711,蓝宇直营店
596825,202108,277956191, 广州盛环臭氧直销店
538359,202108,2206730600855,焕凰企业官方店
6994,202107,277956191,广州盛环臭氧直销店
478274,202106,1664532650,宏阳包装
470564,202106,311056070,亿达食品机械
339355,202109,2207544999863,舒克的礼品卡
534128,202108,311056070, 亿达食品机械
295529,202109,2380958892,醉清风旗舰店
27155,202107,311056070,亿达食品机械
164571,202107,2380958892,醉清风旗舰店
166533,202106,165229494,老板官方旗舰店
483857,202106,47835211,齐齐车品
75132,202107,47835211,齐齐车品
301790,202109,475160113, 安食客包装
160034,202108,2380958892,醉清风旗舰店
159976,202108,642298268,灵菲旗舰店
161015,202108,2616970884,苏宁易购官方旗舰店
216025,202109,204225727,金懋祥官方企业店
162810,202107,2616970884,苏宁易购官方旗舰店
16866,202107,1801150033,美绘时尚女鞋直销店
220510,202109,2676906335,富纳百货直销
265346,202109,3963212641,国潮专柜直销店
166324,202107,92042735,水星旗舰店
285420,202109,2200789859268, 慕斯箱包
167153,202107,1037411561,语曦家居旗舰店
340595,202106,49503921,3M工业胶带直销店
540762,202108,47835211, 齐齐车品
18195,202107,916898036,商友纸箱厂家直销
529758,202108,2517754599, 工程直销店
186777,202109,47835211, 齐齐车品
171604,202106,2380958892,醉清风旗舰店
363089,202106,2516361110,前沿名妆批发
181651,202109,50573674, 彩北高端珠宝ColourBe
169604,202106,827932807,章华旗舰店
151723,202107,715735437,长虹净水器品牌直销店
234565,202109,3309571433,洛阳奥智工贸有限公司
422518,202106,1956139107,d[s563744317]
230751,202109,45598561, 果易包装
266297,202109,49347430, 温州康宏电子直销
141338,202107,2501092926,货拉拉官坊审核店
596415,202108,13146244,官方奔腾企业店
516203,202108,1067595917, 耗材批发厂家直销
65190,202107,1664532650,宏阳包装
531158,202108,3164676451,moma猛玛官方自营店
173475,202106,1917047079,applestore官方旗舰店
296077,202109,3197565812, 春良佳品
212336,202109,2208144746610, 金牌百货厂家直销店
608030,202108,2200655388885,盈利枫电器官方店
301528,202109,4199527347,翼速应用平台
404656,202106,13146244,官方奔腾企业店
412288,202106,1801150033,美绘时尚女鞋直销店
169378,202106,687441373,kerriracing旗舰店
304153,202109,3164676451,moma猛玛官方自营店
143418,202107,3164676451,moma猛玛官方自营店
94735,202107,2516361110,前沿名妆批发
582316,202108,4199527347,翼速应用平台
55587,202107,2832390200,固德包装
163772,202107,759349144,博世汽车配件旗舰店
518281,202108,861886086, d[s104969058]
160217,202108,92042735,水星旗舰店
447388,202106,916898036,商友纸箱厂家直销
569396,202108,3251747964, 优必信工厂直销店
161152,202108,759349144,博世汽车配件旗舰店
221010,202109,33839463,无锡凯旋车行
195592,202109,2206622579813,梦圆广告
144291,202107,13146244,官方奔腾企业店
307887,202109,2659214902,鑫纳贸易有限公司
161241,202108,2120914877,熙旺教育旗舰店
30729,202107,4199527347,翼速应用平台
66876,202107,861886086,d[s104969058]
293346,202109,36752461,巨森实业母婴直销店
366505,202106,4199527347,翼速应用平台
159978,202108,653243179,韩束官方旗舰店
249874,202109,2985780752, 居中百货
451279,202106,2065882566,高运金属制品
634629,202108,255565040, 尔木萄amortals 品牌
438308,202106,2208207125498,偶偶百合商贸铺
165896,202107,642298268,灵菲旗舰店
172353,202106,642298268,灵菲旗舰店
169800,202106,1037411561,语曦家居旗舰店
343981,202106,2892141499,比博包包店
381290,202106,89685738,苍蝇采蜜 日本vintage
350091,202106,2832891602,金帅官方企业店
620117,202108,2832891602,金帅官方企业店
173649,202106,2616970884,苏宁易购官方旗舰店
129509,202107,2892141499,比博包包店
596520,202108,88944952,d[s429842732]
381732,202106,88944952,d[s429842732]
134273,202107,88944952,d[s429842732]
301016,202109,92042735,水星旗舰店
118726,202107,56928622,诚信音响直销店
602907,202108,1901249171,华美万邦
34441,202107,2508296241,中正诺达医疗器械
368902,202106,2508296241,中正诺达医疗器械
